Model,MSO2024B
Firmware Version,1.56

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.4,,,
Sample Interval,3.2e-05,,,
Filter Frequency,2e+08,,,
Record Length,125000,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,10,,10,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,2,,2,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-4.22496e-01,2.88,2.8,-0.2,-0.2
-4.22464e-01,2.96,3.04,-0.2,0.04
-4.22432e-01,2.96,2.8,-0.2,-0.28
-4.22400e-01,2.88,3.04,-0.2,-0.04
-4.22368e-01,2.88,2.8,-0.2,-0.28
-4.22336e-01,2.88,3.04,-0.12,-0.04
-4.22304e-01,2.88,2.8,-0.12,-0.2
-4.22272e-01,2.88,2.96,-0.2,-0.04
-4.22240e-01,2.96,2.8,-0.2,-0.2
-4.22208e-01,2.96,3.04,-0.12,-0.04
-4.22176e-01,2.88,2.8,-0.2,-0.28
-4.22144e-01,2.88,3.04,-0.12,-0.04
-4.22112e-01,2.88,2.8,-0.12,-0.28
-4.22080e-01,2.88,3.04,-0.12,-0.04
-4.22048e-01,2.88,2.8,-0.12,-0.2
-4.22016e-01,2.88,2.96,-0.2,-0.04
-4.21984e-01,2.96,2.8,-0.12,-0.28
-4.21952e-01,2.96,3.04,-0.12,-0.04
-4.21920e-01,2.88,2.8,-0.2,-0.28
-4.21888e-01,2.88,3.04,-0.2,-0.04
-4.21856e-01,2.88,2.8,-0.12,-0.28
-4.21824e-01,2.88,3.04,-0.12,-0.04
-4.21792e-01,2.88,2.8,-0.12,-0.2
-4.21760e-01,2.88,3.04,-0.2,-0.04
-4.21728e-01,2.96,2.8,-0.12,-0.28
-4.21696e-01,2.96,3.04,-0.2,-0.04
-4.21664e-01,2.96,2.8,-0.2,-0.2
-4.21632e-01,2.88,3.04,-0.12,-0.04
-4.21600e-01,2.88,2.88,-0.12,-0.28
-4.21568e-01,2.96,3.04,-0.12,-0.04
-4.21536e-01,2.88,2.8,-0.12,-0.2
-4.21504e-01,2.88,3.04,-0.2,-0.04
-4.21472e-01,2.96,2.8,-0.2,-0.2
-4.21440e-01,2.96,2.96,-0.2,-0.04
-4.21408e-01,2.96,2.8,-0.12,-0.28
-4.21376e-01,2.96,3.04,-0.12,-0.04
-4.21344e-01,2.88,2.8,-0.12,-0.28
-4.21312e-01,2.88,3.04,-0.12,-0.04
-4.21280e-01,2.88,2.8,-0.12,-0.28
-4.21248e-01,2.88,3.04,-0.12,-0.04
-4.21216e-01,2.88,2.8,-0.12,-0.2
-4.21184e-01,2.96,3.04,-0.2,-0.04
-4.21152e-01,2.96,2.8,-0.2,-0.28
-4.21120e-01,2.88,3.04,-0.2,-0.04
-4.21088e-01,2.8,2.8,-0.2,-0.28
-4.21056e-01,2.88,3.04,-0.2,-0.04
-4.21024e-01,2.88,2.8,-0.12,-0.2
-4.20992e-01,2.96,3.04,-0.2,-0.04
-4.20960e-01,2.88,2.8,-0.12,-0.2
-4.20928e-01,2.96,3.04,-0.2,-0.04
-4.20896e-01,2.88,2.8,-0.2,-0.28
-4.20864e-01,2.88,3.04,-0.2,-0.04
-4.20832e-01,2.88,2.8,-0.2,-0.28
-4.20800e-01,2.88,3.04,-0.12,-0.04
-4.20768e-01,2.88,2.8,-0.12,-0.28
-4.20736e-01,2.88,3.04,-0.12,-0.04
-4.20704e-01,2.96,2.8,-0.12,-0.2
-4.20672e-01,2.96,3.04,-0.2,-0.04
-4.20640e-01,2.96,2.8,-0.2,-0.28
-4.20608e-01,2.88,3.04,-0.12,-0.04
-4.20576e-01,2.88,2.8,-0.2,-0.28
-4.20544e-01,2.88,3.04,-0.12,-0.04
-4.20512e-01,2.88,2.8,-0.2,-0.28
-4.20480e-01,2.96,3.04,-0.12,-0.04
-4.20448e-01,2.96,2.8,-0.2,-0.2
-4.20416e-01,2.96,3.04,-0.2,-0.04
-4.20384e-01,2.88,2.8,-0.12,-0.28
-4.20352e-01,2.88,3.04,-0.2,-0.04
-4.20320e-01,2.96,2.8,-0.12,-0.28
-4.20288e-01,2.88,3.04,-0.12,-0.04
-4.20256e-01,2.88,2.8,-0.12,-0.28
-4.20224e-01,2.88,3.04,-0.2,0.04
-4.20192e-01,2.96,2.8,-0.12,-0.2
-4.20160e-01,2.88,3.04,-0.2,-0.04
-4.20128e-01,2.96,2.88,-0.2,-0.28
-4.20096e-01,2.88,3.04,-0.2,-0.04
-4.20064e-01,2.88,2.8,-0.12,-0.28
-4.20032e-01,2.96,3.04,-0.12,-0.04
-4.20000e-01,2.88,2.8,-0.2,-0.2
-4.19968e-01,2.96,3.04,-0.2,-0.04
-4.19936e-01,2.96,2.8,-0.2,-0.28
-4.19904e-01,2.88,3.04,-0.2,-0.04
-4.19872e-01,2.96,2.8,-0.12,-0.28
-4.19840e-01,2.88,3.04,-0.2,-0.04
-4.19808e-01,2.88,2.8,-0.2,-0.28
-4.19776e-01,2.88,3.04,-0.12,-0.04
-4.19744e-01,2.88,2.8,-0.2,-0.2
-4.19712e-01,2.96,3.04,-0.12,0.04
-4.19680e-01,2.96,2.8,-0.12,-0.2
-4.19648e-01,2.96,3.04,-0.12,-0.04
-4.19616e-01,2.88,2.88,-0.12,-0.28
-4.19584e-01,2.96,3.04,-0.12,-0.04
-4.19552e-01,2.88,2.8,-0.2,-0.28
-4.19520e-01,2.88,3.04,-0.12,-0.04
-4.19488e-01,2.88,2.8,-0.12,-0.28
-4.19456e-01,2.88,3.04,-0.12,-0.04
-4.19424e-01,2.96,2.8,-0.2,-0.28
-4.19392e-01,2.96,3.04,-0.12,-0.04
-4.19360e-01,2.96,2.88,-0.2,-0.28
-4.19328e-01,2.88,3.04,-0.12,-0.04
-4.19296e-01,2.88,2.88,-0.12,-0.28
-4.19264e-01,2.88,3.04,-0.2,-0.04
-4.19232e-01,2.88,2.8,-0.12,-0.2
-4.19200e-01,2.96,3.04,-0.2,-0.04
-4.19168e-01,2.96,2.8,-0.2,-0.2
-4.19136e-01,2.96,3.04,-0.12,-0.04
-4.19104e-01,2.96,2.8,-0.12,-0.28
-4.19072e-01,2.88,3.04,-0.12,-0.04
-4.19040e-01,2.88,2.8,-0.12,-0.28
-4.19008e-01,2.88,3.04,-0.12,-0.04
-4.18976e-01,2.88,2.8,-0.12,-0.28
-4.18944e-01,2.96,3.04,-0.2,-0.04
-4.18912e-01,2.96,2.8,-0.2,-0.28
-4.18880e-01,2.96,3.04,-0.2,-0.04
-4.18848e-01,2.96,2.88,-0.12,-0.28
-4.18816e-01,2.96,3.04,-0.12,-0.04
-4.18784e-01,2.88,2.88,-0.2,-0.28
-4.18752e-01,2.88,3.04,-0.12,-0.04
-4.18720e-01,2.96,2.8,-0.12,-0.28
-4.18688e-01,2.96,3.04,-0.2,-0.04
-4.18656e-01,2.96,2.8,-0.2,-0.28
-4.18624e-01,2.96,3.04,-0.2,-0.04
-4.18592e-01,2.96,2.88,-0.2,-0.28
-4.18560e-01,2.88,3.04,-0.12,-0.04
-4.18528e-01,2.88,2.8,-0.12,-0.28
-4.18496e-01,2.88,3.04,-0.2,-0.04
-4.18464e-01,2.88,2.8,-0.2,-0.28
-4.18432e-01,2.88,3.04,-0.2,-0.04
-4.18400e-01,2.96,2.8,-0.12,-0.28
-4.18368e-01,2.96,3.04,-0.2,-0.04
-4.18336e-01,2.96,2.88,-0.12,-0.28
-4.18304e-01,2.96,3.04,-0.2,-0.04
-4.18272e-01,2.88,2.8,-0.12,-0.28
-4.18240e-01,2.88,3.04,-0.12,-0.04
-4.18208e-01,2.96,2.8,-0.12,-0.28
-4.18176e-01,2.96,3.04,-0.2,-0.04
-4.18144e-01,2.96,2.8,-0.2,-0.28
-4.18112e-01,2.96,3.04,-0.12,-0.04
-4.18080e-01,2.96,2.88,-0.12,-0.28
-4.18048e-01,2.96,3.04,-0.2,-0.04
-4.18016e-01,2.96,2.88,-0.2,-0.28
-4.17984e-01,2.88,3.04,-0.2,-0.04
-4.17952e-01,2.96,2.8,-0.12,-0.28
-4.17920e-01,2.96,3.04,-0.2,-0.04
-4.17888e-01,2.96,2.8,-0.2,-0.28
-4.17856e-01,2.96,3.04,-0.2,-0.04
-4.17824e-01,2.96,2.88,-0.12,-0.28
-4.17792e-01,2.96,3.04,-0.12,-0.04
-4.17760e-01,2.88,2.88,-0.12,-0.28
-4.17728e-01,2.96,3.04,-0.2,-0.04
-4.17696e-01,2.88,2.8,-0.12,-0.28
-4.17664e-01,2.96,3.04,-0.2,-0.04
-4.17632e-01,2.96,2.8,-0.2,-0.28
-4.17600e-01,2.88,3.04,-0.2,-0.04
-4.17568e-01,2.96,2.88,-0.12,-0.28
-4.17536e-01,2.96,3.04,-0.2,-0.04
-4.17504e-01,2.88,2.88,-0.2,-0.28
-4.17472e-01,2.96,3.04,-0.2,-0.04
-4.17440e-01,2.96,2.8,-0.2,-0.2
-4.17408e-01,2.96,3.04,-0.2,-0.04
-4.17376e-01,2.96,2.88,-0.2,-0.28
-4.17344e-01,2.96,3.04,-0.2,-0.04
-4.17312e-01,2.96,2.88,-0.12,-0.28
-4.17280e-01,2.96,3.04,-0.12,-0.04
-4.17248e-01,2.88,2.88,-0.12,-0.28
-4.17216e-01,2.96,3.04,-0.12,-0.04
-4.17184e-01,2.96,2.8,-0.12,-0.28
-4.17152e-01,2.96,3.04,-0.2,0.04
-4.17120e-01,2.96,2.8,-0.2,-0.2
-4.17088e-01,2.96,3.04,-0.2,-0.04
-4.17056e-01,2.96,2.88,-0.2,-0.28
-4.17024e-01,2.88,3.04,-0.2,-0.04
-4.16992e-01,2.88,2.88,-0.12,-0.28
-4.16960e-01,2.88,3.04,-0.2,-0.04
-4.16928e-01,2.88,2.8,-0.12,-0.28
-4.16896e-01,2.96,3.04,-0.2,-0.04
-4.16864e-01,2.96,2.8,-0.12,-0.28
-4.16832e-01,2.96,3.04,-0.2,-0.04
-4.16800e-01,2.96,2.88,-0.2,-0.28
-4.16768e-01,2.88,3.04,-0.12,-0.04
-4.16736e-01,2.88,2.88,-0.2,-0.28
-4.16704e-01,2.88,3.04,-0.2,-0.04
-4.16672e-01,2.88,2.8,-0.2,-0.28
-4.16640e-01,2.96,3.04,-0.12,-0.04
-4.16608e-01,2.96,2.88,-0.2,-0.28
-4.16576e-01,3.04,3.04,-0.2,-0.04
-4.16544e-01,2.96,2.88,-0.2,-0.28
-4.16512e-01,2.88,3.04,-0.12,-0.04
-4.16480e-01,2.88,2.88,-0.12,-0.28
-4.16448e-01,2.88,3.04,-0.12,-0.04
-4.16416e-01,2.96,2.8,-0.2,-0.2
-4.16384e-01,2.96,3.12,-0.12,-0.04
-4.16352e-01,2.96,2.88,-0.12,-0.28
-4.16320e-01,2.96,3.04,-0.12,-0.04
-4.16288e-01,2.96,2.88,-0.12,-0.28
-4.16256e-01,2.96,3.04,-0.2,-0.04
-4.16224e-01,2.96,2.88,-0.12,-0.28
-4.16192e-01,2.96,3.04,-0.12,-0.04
-4.16160e-01,2.96,2.8,-0.2,-0.28
-4.16128e-01,2.96,3.04,-0.2,-0.04
-4.16096e-01,2.96,2.8,-0.2,-0.28
-4.16064e-01,2.96,3.04,-0.2,-0.04
-4.16032e-01,2.88,2.88,-0.2,-0.28
-4.16000e-01,2.96,3.12,-0.12,-0.04
-4.15968e-01,2.96,2.88,-0.12,-0.28
-4.15936e-01,2.88,3.04,-0.12,-0.04
-4.15904e-01,2.96,2.8,-0.2,-0.28
-4.15872e-01,2.96,3.04,-0.12,-0.04
-4.15840e-01,2.96,2.88,-0.2,-0.28
-4.15808e-01,2.96,3.04,-0.2,-0.04
-4.15776e-01,2.96,2.88,-0.12,-0.28
-4.15744e-01,2.96,3.04,-0.2,-0.04
-4.15712e-01,2.96,2.88,-0.12,-0.28
-4.15680e-01,2.96,3.04,-0.12,-0.04
-4.15648e-01,2.88,2.8,-0.2,-0.28
-4.15616e-01,2.96,3.04,-0.2,-0.04
-4.15584e-01,2.96,2.88,-0.2,-0.28
-4.15552e-01,3.04,3.04,-0.12,-0.04
-4.15520e-01,2.96,2.88,-0.2,-0.28
-4.15488e-01,2.96,3.04,-0.12,-0.04
-4.15456e-01,2.88,2.88,-0.12,-0.28
-4.15424e-01,2.88,3.04,-0.2,-0.04
-4.15392e-01,2.96,2.8,-0.12,-0.28
-4.15360e-01,2.96,3.04,-0.2,0.04
-4.15328e-01,2.96,2.88,-0.2,-0.28
-4.15296e-01,2.96,3.04,-0.12,-0.04
-4.15264e-01,2.96,2.88,-0.2,-0.28
-4.15232e-01,2.88,3.04,-0.2,-0.04
-4.15200e-01,2.88,2.88,-0.2,-0.28
-4.15168e-01,2.88,3.04,-0.12,-0.04
-4.15136e-01,2.96,2.8,-0.12,-0.28
-4.15104e-01,2.96,3.04,-0.12,-0.04
-4.15072e-01,2.96,2.88,-0.12,-0.28
-4.15040e-01,2.96,3.04,-0.2,-0.04
-4.15008e-01,2.96,2.88,-0.2,-0.28
-4.14976e-01,2.96,3.04,-0.2,-0.04
-4.14944e-01,2.96,2.88,-0.2,-0.28
-4.14912e-01,2.88,3.04,-0.2,-0.04
-4.14880e-01,2.96,2.8,-0.12,-0.2
-4.14848e-01,2.96,3.12,-0.2,-0.04
-4.14816e-01,2.96,2.88,-0.2,-0.28
-4.14784e-01,2.96,3.04,-0.2,-0.04
-4.14752e-01,2.96,2.88,-0.2,-0.28
-4.14720e-01,2.96,3.12,-0.12,-0.04
-4.14688e-01,2.88,2.88,-0.2,-0.28
-4.14656e-01,2.88,3.04,-0.12,-0.04
-4.14624e-01,2.96,2.8,-0.12,-0.2
-4.14592e-01,2.96,3.04,-0.2,-0.04
-4.14560e-01,2.96,2.88,-0.2,-0.28
-4.14528e-01,2.96,3.04,-0.2,-0.04
-4.14496e-01,2.96,2.88,-0.2,-0.28
-4.14464e-01,2.88,3.12,-0.2,-0.04
-4.14432e-01,2.96,2.88,-0.12,-0.28
-4.14400e-01,2.88,3.04,-0.2,-0.04
-4.14368e-01,2.96,2.8,-0.2,-0.28
-4.14336e-01,2.96,3.04,-0.2,-0.04
-4.14304e-01,2.96,2.88,-0.2,-0.2
-4.14272e-01,2.96,3.04,-0.2,-0.04
-4.14240e-01,2.96,2.88,-0.2,-0.28
-4.14208e-01,2.96,3.04,-0.12,-0.04
-4.14176e-01,2.88,2.88,-0.2,-0.28
-4.14144e-01,2.96,3.04,-0.2,-0.04
-4.14112e-01,2.96,2.88,-0.12,-0.28
-4.14080e-01,2.96,3.12,-0.2,-0.04
-4.14048e-01,2.96,2.88,-0.2,-0.2
-4.14016e-01,2.96,3.04,-0.2,-0.04
-4.13984e-01,2.96,2.88,-0.12,-0.28
-4.13952e-01,2.96,3.04,-0.2,-0.04
-4.13920e-01,2.96,2.88,-0.12,-0.28
-4.13888e-01,2.96,3.04,-0.12,-0.04
-4.13856e-01,2.96,2.8,-0.2,-0.28
-4.13824e-01,2.96,3.04,-0.2,-0.04
-4.13792e-01,2.96,2.88,-0.12,-0.28
-4.13760e-01,2.96,3.04,-0.12,-0.04
-4.13728e-01,2.96,2.88,-0.12,-0.28
-4.13696e-01,2.96,3.12,-0.12,-0.04
-4.13664e-01,2.88,2.88,-0.2,-0.28
-4.13632e-01,2.96,3.04,-0.2,-0.04
-4.13600e-01,2.96,2.8,-0.12,-0.28
-4.13568e-01,2.96,3.12,-0.2,-0.04
-4.13536e-01,2.96,2.88,-0.2,-0.28
-4.13504e-01,2.96,3.04,-0.12,-0.04
-4.13472e-01,2.96,2.88,-0.2,-0.28
-4.13440e-01,2.96,3.12,-0.2,-0.04
-4.13408e-01,2.88,2.88,-0.12,-0.28
-4.13376e-01,2.96,3.04,-0.12,-0.04
-4.13344e-01,2.96,2.88,-0.12,-0.28
-4.13312e-01,2.96,3.04,-0.12,-0.04
-4.13280e-01,2.96,2.88,-0.2,-0.28
-4.13248e-01,2.88,3.04,-0.12,-0.04
-4.13216e-01,2.96,2.88,-0.12,-0.28
-4.13184e-01,2.96,3.12,-0.2,-0.04
-4.13152e-01,2.96,2.88,-0.12,-0.28
-4.13120e-01,2.96,3.04,-0.12,-0.04
-4.13088e-01,2.96,2.88,-0.12,-0.28
-4.13056e-01,2.96,3.04,-0.2,-0.04
-4.13024e-01,2.96,2.88,-0.12,-0.28
-4.12992e-01,2.96,3.04,-0.2,-0.04
-4.12960e-01,2.96,2.88,-0.2,-0.28
-4.12928e-01,2.96,3.12,-0.2,-0.04
-4.12896e-01,2.88,2.88,-0.2,-0.28
-4.12864e-01,2.96,3.04,-0.12,-0.04
-4.12832e-01,2.96,2.8,-0.2,-0.28
-4.12800e-01,2.96,3.04,-0.2,-0.04
-4.12768e-01,2.96,2.88,-0.12,-0.28
-4.12736e-01,2.96,3.04,-0.2,-0.04
-4.12704e-01,2.96,2.88,-0.2,-0.28
-4.12672e-01,2.96,3.12,-0.2,-0.04
-4.12640e-01,2.96,2.88,-0.12,-0.28
-4.12608e-01,2.96,3.04,-0.2,-0.04
-4.12576e-01,2.96,2.88,-0.12,-0.28
-4.12544e-01,2.96,3.12,-0.12,-0.04
-4.12512e-01,2.96,2.88,-0.2,-0.28
-4.12480e-01,2.96,3.04,-0.2,-0.04
-4.12448e-01,2.96,2.88,-0.2,-0.28
-4.12416e-01,2.96,3.12,-0.2,-0.04
-4.12384e-01,2.96,2.88,-0.2,-0.28
-4.12352e-01,2.96,3.12,-0.12,-0.04
-4.12320e-01,2.96,2.8,-0.2,-0.28
-4.12288e-01,2.96,3.12,-0.2,-0.04
-4.12256e-01,3.04,2.88,-0.2,-0.28
-4.12224e-01,2.96,3.04,-0.2,-0.04
-4.12192e-01,2.96,2.88,-0.12,-0.28
-4.12160e-01,2.96,3.12,-0.2,-0.04
-4.12128e-01,2.96,2.88,-0.2,-0.28
-4.12096e-01,2.96,3.04,-0.12,-0.04
-4.12064e-01,2.96,2.8,-0.12,-0.28
-4.12032e-01,2.96,3.04,-0.12,-0.04
-4.12000e-01,2.96,2.88,-0.2,-0.28
-4.11968e-01,2.96,3.04,-0.2,-0.04
-4.11936e-01,2.96,2.88,-0.2,-0.28
-4.11904e-01,2.96,3.12,-0.2,-0.04
-4.11872e-01,2.88,2.88,-0.12,-0.28
-4.11840e-01,2.96,3.04,-0.12,-0.04
-4.11808e-01,2.96,2.8,-0.2,-0.28
-4.11776e-01,2.96,3.04,-0.2,-0.04
-4.11744e-01,2.96,2.88,-0.2,-0.28
-4.11712e-01,2.96,3.04,-0.2,-0.04
-4.11680e-01,2.96,2.88,-0.2,-0.28
-4.11648e-01,2.88,3.12,-0.12,-0.04
-4.11616e-01,2.88,2.88,-0.2,-0.28
-4.11584e-01,2.96,3.04,-0.12,-0.04
-4.11552e-01,2.96,2.8,-0.2,-0.28
-4.11520e-01,2.96,3.12,-0.2,-0.04
-4.11488e-01,2.96,2.88,-0.2,-0.28
-4.11456e-01,2.96,3.04,-0.2,-0.04
-4.11424e-01,2.96,2.88,-0.2,-0.28
-4.11392e-01,2.96,3.12,-0.2,-0.04
-4.11360e-01,2.96,2.88,-0.2,-0.28
-4.11328e-01,2.88,3.04,-0.2,-0.04
-4.11296e-01,2.96,2.8,-0.2,-0.28
-4.11264e-01,2.96,3.04,-0.2,-0.04
-4.11232e-01,2.96,2.88,-0.2,-0.28
-4.11200e-01,2.96,3.12,-0.2,-0.04
-4.11168e-01,2.96,2.88,-0.2,-0.28
-4.11136e-01,2.96,3.12,-0.2,-0.04
-4.11104e-01,2.96,2.88,-0.2,-0.28
-4.11072e-01,2.96,3.04,-0.2,-0.04
-4.11040e-01,2.96,2.88,-0.2,-0.28
-4.11008e-01,2.96,3.12,-0.2,-0.04
-4.10976e-01,2.96,2.88,-0.2,-0.28
-4.10944e-01,2.96,3.04,-0.2,-0.04
-4.10912e-01,2.96,2.88,-0.12,-0.28
-4.10880e-01,2.96,3.12,-0.2,-0.04
-4.10848e-01,2.88,2.88,-0.12,-0.28
-4.10816e-01,2.96,3.12,-0.2,-0.04
-4.10784e-01,2.96,2.88,-0.2,-0.28
-4.10752e-01,2.96,3.12,-0.2,-0.04
-4.10720e-01,2.96,2.88,-0.2,-0.28
-4.10688e-01,2.96,3.12,-0.2,-0.04
-4.10656e-01,2.96,2.88,-0.2,-0.28
-4.10624e-01,2.96,3.12,-0.2,-0.04
-4.10592e-01,2.96,2.88,-0.12,-0.28
-4.10560e-01,2.96,3.04,-0.12,-0.04
-4.10528e-01,2.96,2.8,-0.2,-0.28
-4.10496e-01,2.96,3.12,-0.2,-0.04
-4.10464e-01,2.96,2.88,-0.2,-0.28
-4.10432e-01,2.96,3.12,-0.2,-0.04
-4.10400e-01,2.96,2.88,-0.2,-0.28
-4.10368e-01,2.96,3.12,-0.2,-0.04
-4.10336e-01,2.96,2.88,-0.12,-0.28
-4.10304e-01,2.96,3.04,-0.2,-0.04
-4.10272e-01,2.96,2.88,-0.2,-0.28
-4.10240e-01,2.96,3.12,-0.12,-0.04
-4.10208e-01,3.04,2.88,-0.2,-0.28
-4.10176e-01,2.96,3.04,-0.2,-0.04
-4.10144e-01,2.96,2.88,-0.2,-0.28
-4.10112e-01,2.88,3.12,-0.2,-0.04
-4.10080e-01,2.96,2.88,-0.2,-0.28
-4.10048e-01,2.96,3.04,-0.2,-0.04
-4.10016e-01,2.96,2.8,-0.2,-0.28
-4.09984e-01,2.96,3.04,-0.2,-0.04
-4.09952e-01,3.04,2.88,-0.2,-0.28
-4.09920e-01,2.96,3.12,-0.2,-0.04
-4.09888e-01,2.96,2.88,-0.12,-0.28
-4.09856e-01,2.96,3.12,-0.2,-0.04
-4.09824e-01,2.88,2.88,-0.2,-0.28
-4.09792e-01,2.96,3.12,-0.2,-0.04
-4.09760e-01,2.96,2.88,-0.2,-0.28
-4.09728e-01,2.96,3.04,-0.2,-0.04
-4.09696e-01,3.04,2.88,-0.2,-0.28
-4.09664e-01,2.96,3.04,-0.2,-0.04
-4.09632e-01,2.96,2.88,-0.2,-0.28
-4.09600e-01,2.96,3.12,-0.2,-0.04
-4.09568e-01,2.96,2.88,-0.2,-0.28
-4.09536e-01,2.96,3.04,-0.12,-0.04
-4.09504e-01,2.96,2.8,-0.2,-0.28
-4.09472e-01,3.04,3.12,-0.2,-0.04
-4.09440e-01,2.96,2.88,-0.2,-0.28
-4.09408e-01,3.04,3.04,-0.2,-0.04
-4.09376e-01,2.96,2.88,-0.2,-0.28
-4.09344e-01,2.96,3.12,-0.12,-0.04
-4.09312e-01,2.96,2.88,-0.2,-0.28
-4.09280e-01,2.96,3.04,-0.2,-0.04
-4.09248e-01,2.96,2.88,-0.2,-0.28
-4.09216e-01,2.96,3.12,-0.2,-0.04
-4.09184e-01,2.96,2.88,-0.2,-0.28
-4.09152e-01,2.96,3.12,-0.2,-0.04
-4.09120e-01,2.96,2.88,-0.2,-0.28
-4.09088e-01,2.96,3.12,-0.2,-0.04
-4.09056e-01,2.96,2.88,-0.2,-0.28
-4.09024e-01,2.96,3.04,-0.12,-0.04
-4.08992e-01,2.96,2.88,-0.2,-0.28
-4.08960e-01,2.96,3.04,-0.2,-0.04
-4.08928e-01,2.96,2.88,-0.2,-0.28
-4.08896e-01,2.96,3.12,-0.12,-0.04
-4.08864e-01,2.96,2.88,-0.2,-0.28
-4.08832e-01,2.96,3.12,-0.2,-0.04
-4.08800e-01,2.96,2.88,-0.2,-0.28
-4.08768e-01,2.96,3.04,-0.2,-0.04
-4.08736e-01,2.96,2.88,-0.2,-0.28
-4.08704e-01,2.96,3.12,-0.2,-0.04
-4.08672e-01,2.96,2.88,-0.12,-0.28
-4.08640e-01,2.96,3.12,-0.2,-0.04
-4.08608e-01,2.96,2.88,-0.12,-0.28
-4.08576e-01,2.96,3.12,-0.2,-0.04
-4.08544e-01,2.96,2.88,-0.2,-0.28
-4.08512e-01,2.96,3.04,-0.12,-0.04
-4.08480e-01,2.96,2.88,-0.2,-0.28
-4.08448e-01,3.04,3.12,-0.2,-0.04
-4.08416e-01,2.96,2.88,-0.2,-0.28
-4.08384e-01,2.96,3.12,-0.2,-0.04
-4.08352e-01,2.96,2.88,-0.2,-0.28
-4.08320e-01,2.96,3.12,-0.12,-0.04
-4.08288e-01,2.96,2.88,-0.2,-0.28
-4.08256e-01,2.96,3.12,-0.2,-0.04
-4.08224e-01,2.96,2.88,-0.2,-0.28
-4.08192e-01,3.04,3.12,-0.2,-0.04
-4.08160e-01,2.96,2.88,-0.2,-0.28
-4.08128e-01,2.96,3.12,-0.2,-0.04
-4.08096e-01,2.96,2.88,-0.2,-0.28
-4.08064e-01,2.88,3.12,-0.2,-0.04
-4.08032e-01,2.96,2.88,-0.2,-0.28
-4.08000e-01,2.96,3.12,-0.2,-0.04
-4.07968e-01,2.96,2.88,-0.2,-0.28
-4.07936e-01,3.04,3.12,-0.2,-0.04
-4.07904e-01,3.04,2.88,-0.2,-0.28
-4.07872e-01,2.96,3.12,-0.2,-0.04
-4.07840e-01,2.96,2.88,-0.2,-0.28
-4.07808e-01,2.96,3.12,-0.2,-0.04
-4.07776e-01,2.88,2.88,-0.2,-0.28
-4.07744e-01,2.96,3.04,-0.12,-0.04
-4.07712e-01,2.96,2.88,-0.2,-0.28
-4.07680e-01,2.96,3.12,-0.2,-0.04
-4.07648e-01,3.04,2.88,-0.2,-0.28
-4.07616e-01,2.96,3.12,-0.2,-0.04
-4.07584e-01,2.96,2.88,-0.2,-0.28
-4.07552e-01,2.96,3.12,-0.2,-0.04
-4.07520e-01,2.96,2.88,-0.2,-0.28
-4.07488e-01,2.96,3.04,-0.12,-0.04
-4.07456e-01,3.04,2.88,-0.2,-0.28
-4.07424e-01,2.96,3.12,-0.2,-0.04
-4.07392e-01,2.96,2.88,-0.2,-0.28
-4.07360e-01,2.96,3.12,-0.2,-0.04
-4.07328e-01,2.96,2.88,-0.2,-0.28
-4.07296e-01,2.96,3.12,-0.2,-0.04
-4.07264e-01,2.96,2.88,-0.12,-0.28
-4.07232e-01,2.96,3.12,-0.2,-0.04
-4.07200e-01,2.96,2.88,-0.2,-0.28
-4.07168e-01,2.96,3.12,-0.2,-0.04
-4.07136e-01,3.04,2.88,-0.2,-0.28
-4.07104e-01,2.96,3.12,-0.2,-0.04
-4.07072e-01,3.04,2.88,-0.2,-0.28
-4.07040e-01,2.96,3.12,-0.12,-0.04
-4.07008e-01,2.96,2.88,-0.2,-0.28
-4.06976e-01,2.96,3.12,-0.12,-0.04
-4.06944e-01,2.96,2.88,-0.2,-0.28
-4.06912e-01,2.96,3.12,-0.2,-0.04
-4.06880e-01,3.04,2.88,-0.2,-0.28
-4.06848e-01,2.96,3.12,-0.2,-0.04
-4.06816e-01,2.96,2.88,-0.2,-0.28
-4.06784e-01,2.96,3.12,-0.12,-0.04
-4.06752e-01,2.96,2.88,-0.12,-0.28
-4.06720e-01,2.96,3.12,-0.2,-0.04
-4.06688e-01,2.96,2.88,-0.2,-0.28
-4.06656e-01,2.96,3.12,-0.2,-0.04
-4.06624e-01,3.04,2.88,-0.2,-0.28
-4.06592e-01,2.96,3.12,-0.2,-0.04
-4.06560e-01,2.96,2.88,-0.2,-0.28
-4.06528e-01,2.96,3.12,-0.2,-0.04
-4.06496e-01,2.96,2.88,-0.2,-0.28
-4.06464e-01,2.96,3.04,-0.2,-0.04
-4.06432e-01,2.96,2.88,-0.12,-0.28
-4.06400e-01,3.04,3.12,-0.2,-0.04
-4.06368e-01,3.04,2.88,-0.2,-0.28
-4.06336e-01,2.96,3.12,-0.2,-0.04
-4.06304e-01,2.96,2.88,-0.2,-0.28
-4.06272e-01,2.96,3.12,-0.2,-0.04
-4.06240e-01,2.96,2.88,-0.12,-0.28
-4.06208e-01,2.96,3.12,-0.12,-0.04
